username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
EmmanuelMacron;2017-01-27 18:18;375;573;"Aller au cinéma, c’est développer son esprit critique. Le Pass Culture permettra aux jeunes de s’y rendre plus, et plus souvent. pic.twitter.com/12Bn1Rx5pd";;;;"825030120087896064";https://twitter.com/EmmanuelMacron/status/825030120087896064
EmmanuelMacron;2017-01-27 16:46;160;266;"L'Europe a besoin de force. Je salue la nomination de S.Gabriel comme ministre des affaires étrangères allemand et l'action de FW Steinmeier";;;;"825007074161496066";https://twitter.com/EmmanuelMacron/status/825007074161496066
EmmanuelMacron;2017-01-27 15:52;1114;1081;"Le jour de leurs 18 ans, tous les jeunes recevront 500 euros pour accéder à des expériences et des contenus culturels. pic.twitter.com/rb0lUh572J";;;;"824993495534411781";https://twitter.com/EmmanuelMacron/status/824993495534411781
EmmanuelMacron;2017-01-27 09:28;203;334;"Notre politique culturelle est une politique d'assignation à résidence. Le rôle de l'Etat est de casser cette injustice. #MacronCulture";;;#MacronCulture;"824896923907665920";https://twitter.com/EmmanuelMacron/status/824896923907665920
EmmanuelMacron;2017-01-27 09:24;461;533;"Quand on défend l’égalité entre les hommes et les femmes, c'est notre société qu'on défend ! #MacronCulture pic.twitter.com/8ANCagIBTe";;;#MacronCulture;"824895955291906048";https://twitter.com/EmmanuelMacron/status/824895955291906048
EmmanuelMacron;2017-01-27 09:21;304;510;"Les femmes ne sont pas assez représentées au sein des responsables culturels. #MacronCulture";;;#MacronCulture;"824895063222136832";https://twitter.com/EmmanuelMacron/status/824895063222136832
EmmanuelMacron;2017-01-27 09:16;141;276;"Le système français est beaucoup trop endogame, beaucoup trop replié sur lui-même. #MacronCulture";;;#MacronCulture;"824893900091387905";https://twitter.com/EmmanuelMacron/status/824893900091387905
EmmanuelMacron;2017-01-27 09:14;160;224;"Il faut mettre de la transparence et de l’ouverture dans les nominations qui participent au rayonnement de la France. #MacronCulture pic.twitter.com/eidGG66iOL";;;#MacronCulture;"824893289094471681";https://twitter.com/EmmanuelMacron/status/824893289094471681
EmmanuelMacron;2017-01-27 09:07;168;208;"Le statut des intermittents participe de cet environnement de création qui existe en France. #MacronCulture pic.twitter.com/B0c35du6Fy";;;#MacronCulture;"824891661268365312";https://twitter.com/EmmanuelMacron/status/824891661268365312
EmmanuelMacron;2017-01-27 08:56;106;166;"Réconcilier les mémoires dans un roman national : c'est cela que je porte. #MacronCulture";;;#MacronCulture;"824888916561965056";https://twitter.com/EmmanuelMacron/status/824888916561965056
EmmanuelMacron;2017-01-27 08:55;163;215;"On ne peut pas construire un projet politique pour le pays si on ne revient pas au cœur du projet français d’émancipation. #MacronCulture pic.twitter.com/PPHeW8QxfJ";;;#MacronCulture;"824888638345404416";https://twitter.com/EmmanuelMacron/status/824888638345404416
EmmanuelMacron;2017-01-27 08:53;412;468;"Cet accès à la culture que je souhaite, il faut le faire en ouvrant plus largement les bibliothèques. #MacronCulture pic.twitter.com/xESvwOpfXz";;;#MacronCulture;"824887935963013120";https://twitter.com/EmmanuelMacron/status/824887935963013120
EmmanuelMacron;2017-01-27 08:52;265;264;"Ces 500 euros seront financés par l'Etat, par les diffuseurs et par les GAFA. #MacronCulture pic.twitter.com/cByfnAzO3B";;;#MacronCulture;"824887753280086021";https://twitter.com/EmmanuelMacron/status/824887753280086021
EmmanuelMacron;2017-01-27 08:47;495;553;"Je veux créer un Pass culturel : tous les jeunes auront, le jour de leurs 18 ans, 500 euros pour accéder à la culture. #MacronCulture pic.twitter.com/npwoFln0NR";;;#MacronCulture;"824886538169307138";https://twitter.com/EmmanuelMacron/status/824886538169307138
EmmanuelMacron;2017-01-27 08:31;499;589;"Je souhaite que 100% des enfants aient accès à l'éducation artistique. #MacronCulture pic.twitter.com/ZbzU85NxQC";;;#MacronCulture;"824882479379079169";https://twitter.com/EmmanuelMacron/status/824882479379079169
EmmanuelMacron;2017-01-27 08:22;333;437;"Je veux que chacune et chacun puisse sortir de sa condition. #MacronCulture pic.twitter.com/ItYtuPjBu2";;;#MacronCulture;"824880293139996672";https://twitter.com/EmmanuelMacron/status/824880293139996672
EmmanuelMacron;2017-01-27 08:13;231;271;"Les grands acteurs du numérique seront l'un des co-financeurs de la politique d'accès à la culture que je veux porter. #MacronCulture pic.twitter.com/sDF9CsDTMD";;;#MacronCulture;"824877953515352070";https://twitter.com/EmmanuelMacron/status/824877953515352070
EmmanuelMacron;2017-01-27 08:09;255;303;"Je veux porter une vraie politique commune du numérique et de la culture au niveau européen. #MacronCulture pic.twitter.com/hqfMJDzynB";;;#MacronCulture;"824876968692682752";https://twitter.com/EmmanuelMacron/status/824876968692682752
EmmanuelMacron;2017-01-27 08:07;288;373;"En politique, on doit assumer de prendre parfois à revers ce qui apparaît de l'opinion publique. #MacronCulture pic.twitter.com/GFYfUlmVIF";;;#MacronCulture;"824876517301768195";https://twitter.com/EmmanuelMacron/status/824876517301768195
EmmanuelMacron;2017-01-26 22:40;169;261;"« La France doit se réconcilier avec son histoire diplomatique. » Retrouvez mon entretien dans L’Orient-Le Jour : http:// bit.ly/MacronOLJ";;;;"824733846755299328";https://twitter.com/EmmanuelMacron/status/824733846755299328
EmmanuelMacron;2017-01-26 21:03;235;364;"Je serai demain dès 7h40 dans Les Matins de @franceculture . #MacronCulture pic.twitter.com/BVcmVoYKgn";;@franceculture;#MacronCulture;"824709339822903296";https://twitter.com/EmmanuelMacron/status/824709339822903296
EmmanuelMacron;2017-01-24 19:15;179;303;"Bechara Boutros Rahi, merci pour cet échange et comptez sur moi pour agir dans l’intérêt de nos valeurs communes de paix et d’humanisme. pic.twitter.com/lDDXHxO8Zf";;;;"823957401888063492";https://twitter.com/EmmanuelMacron/status/823957401888063492
EmmanuelMacron;2017-01-24 17:54;298;372;"Avec Michel Aoun, Président de la République libanaise. Il existe beaucoup d'opportunités pour un retour de la France dans la région. pic.twitter.com/rIuwh0FZ1d";;;;"823936907084267521";https://twitter.com/EmmanuelMacron/status/823936907084267521
